id_plant,date,weight_kg,timing,dryW_kg,phyto,treatment_co2,water_treatment,plant_in_pot
69,13/05/2021,7.182,1_before watering,5.00776,1,elevated,drought,yes
69,13/05/2021,7.479,2_after watering,5.00776,1,elevated,drought,yes
69,17/05/2021,7.2565,1_before watering,5.00776,1,elevated,drought,yes
69,20/05/2021,6.947,1_before watering,5.00776,1,elevated,drought,yes
69,24/05/2021,6.63,1_before watering,5.00776,1,elevated,drought,yes
69,27/05/2021,6.3515,1_before watering,5.00776,1,elevated,drought,yes
75,29/04/2021,6.9595,2_after watering,4.8034,2,ambient,drought,yes
75,03/05/2021,NA,1_before watering,4.8034,2,ambient,drought,yes
75,03/05/2021,7,2_after watering,4.8034,2,ambient,drought,yes
75,06/05/2021,6.6715,1_before watering,4.8034,2,ambient,drought,yes
75,06/05/2021,7.026,2_after watering,4.8034,2,ambient,drought,yes
75,07/05/2021,6.946,1_before watering,4.8034,2,ambient,drought,yes
75,10/05/2021,6.5975,1_before watering,4.8034,2,ambient,drought,yes
75,10/05/2021,6.986,2_after watering,4.8034,2,ambient,drought,yes
75,12/05/2021,6.7295,1_before watering,4.8034,2,ambient,drought,yes
75,12/05/2021,7.094,2_after watering,4.8034,2,ambient,drought,yes
75,17/05/2021,6.5605,1_before watering,4.8034,2,ambient,drought,yes
75,20/05/2021,6.272,1_before watering,4.8034,2,ambient,drought,yes
75,24/05/2021,6.0045,1_before watering,4.8034,2,ambient,drought,yes
75,27/05/2021,5.8955,1_before watering,4.8034,2,ambient,drought,yes
77,29/04/2021,7.727,2_after watering,5.04364,2,ambient,drought,yes
77,03/05/2021,NA,1_before watering,5.04364,2,ambient,drought,yes
77,03/05/2021,7.707,2_after watering,5.04364,2,ambient,drought,yes
77,06/05/2021,7.51,1_before watering,5.04364,2,ambient,drought,yes
77,06/05/2021,7.782,2_after watering,5.04364,2,ambient,drought,yes
77,07/05/2021,7.697,1_before watering,5.04364,2,ambient,drought,yes
77,10/05/2021,7.505,1_before watering,5.04364,2,ambient,drought,yes
77,10/05/2021,7.8075,2_after watering,5.04364,2,ambient,drought,yes
77,12/05/2021,7.602,1_before watering,5.04364,2,ambient,drought,yes
77,12/05/2021,7.8805,2_after watering,5.04364,2,ambient,drought,yes
77,17/05/2021,7.479,1_before watering,5.04364,2,ambient,drought,yes
77,20/05/2021,7.2105,1_before watering,5.04364,2,ambient,drought,yes
77,24/05/2021,6.886,1_before watering,5.04364,2,ambient,drought,yes
77,27/05/2021,6.65,1_before watering,5.04364,2,ambient,drought,yes
77,31/05/2021,6.4375,1_before watering,5.04364,2,ambient,drought,yes
77,02/06/2021,6.3325,1_before watering,5.04364,2,ambient,drought,yes
80,29/04/2021,7.1895,2_after watering,4.68694,2,ambient,control,yes
80,03/05/2021,NA,1_before watering,4.68694,2,ambient,control,yes
80,03/05/2021,7.1955,2_after watering,4.68694,2,ambient,control,yes
80,06/05/2021,7.1185,1_before watering,4.68694,2,ambient,control,yes
80,06/05/2021,7.2545,2_after watering,4.68694,2,ambient,control,yes
80,07/05/2021,7.2015,1_before watering,4.68694,2,ambient,control,yes
80,10/05/2021,7.084,1_before watering,4.68694,2,ambient,control,yes
80,10/05/2021,7.2775,2_after watering,4.68694,2,ambient,control,yes
80,13/05/2021,7.0685,1_before watering,4.68694,2,ambient,control,yes
80,13/05/2021,7.24,2_after watering,4.68694,2,ambient,control,yes
80,17/05/2021,7.031,1_before watering,4.68694,2,ambient,control,yes
80,17/05/2021,7.2585,2_after watering,4.68694,2,ambient,control,yes
80,20/05/2021,7.017,1_before watering,4.68694,2,ambient,control,yes
80,20/05/2021,7.3145,2_after watering,4.68694,2,ambient,control,yes
80,24/05/2021,6.9535,1_before watering,4.68694,2,ambient,control,yes
80,24/05/2021,7.236,2_after watering,4.68694,2,ambient,control,yes
80,27/05/2021,6.9515,1_before watering,4.68694,2,ambient,control,yes
80,27/05/2021,7.2635,2_after watering,4.68694,2,ambient,control,yes
80,31/05/2021,6.913,1_before watering,4.68694,2,ambient,control,yes
80,31/05/2021,7.232,2_after watering,4.68694,2,ambient,control,yes
80,01/06/2021,7.1995,1_before watering,4.68694,2,ambient,control,yes
80,03/06/2021,6.9345,1_before watering,4.68694,2,ambient,control,yes
80,03/06/2021,7.279,2_after watering,4.68694,2,ambient,control,yes
80,06/06/2021,NA,1_before watering,4.68694,2,ambient,control,yes
80,06/06/2021,NA,2_after watering,4.68694,2,ambient,control,yes
80,07/06/2021,7.1995,1_before watering,4.68694,2,ambient,control,yes
89,30/04/2021,7.511,2_after watering,4.73809,1,elevated,control,yes
89,04/05/2021,7.327,1_before watering,4.73809,1,elevated,control,yes
89,04/05/2021,7.4995,2_after watering,4.73809,1,elevated,control,yes
89,07/05/2021,7.4125,1_before watering,4.73809,1,elevated,control,yes
89,07/05/2021,7.5455,2_after watering,4.73809,1,elevated,control,yes
89,10/05/2021,7.372,1_before watering,4.73809,1,elevated,control,yes
89,10/05/2021,7.5505,2_after watering,4.73809,1,elevated,control,yes
89,13/05/2021,7.377,1_before watering,4.73809,1,elevated,control,yes
89,13/05/2021,7.8605,2_after watering,4.73809,1,elevated,control,yes
89,17/05/2021,7.391,1_before watering,4.73809,1,elevated,control,yes
89,17/05/2021,7.568,2_after watering,4.73809,1,elevated,control,yes
89,20/05/2021,7.3935,1_before watering,4.73809,1,elevated,control,yes
89,20/05/2021,7.554,2_after watering,4.73809,1,elevated,control,yes
89,24/05/2021,7.147,1_before watering,4.73809,1,elevated,control,yes
89,24/05/2021,7.459,2_after watering,4.73809,1,elevated,control,yes
89,27/05/2021,7.22,1_before watering,4.73809,1,elevated,control,yes
89,27/05/2021,7.5325,2_after watering,4.73809,1,elevated,control,yes
89,31/05/2021,7.2295,1_before watering,4.73809,1,elevated,control,yes
89,31/05/2021,7.5175,2_after watering,4.73809,1,elevated,control,yes
89,03/06/2021,7.2455,1_before watering,4.73809,1,elevated,control,yes
89,03/06/2021,7.59,2_after watering,4.73809,1,elevated,control,yes
89,06/06/2021,NA,1_before watering,4.73809,1,elevated,control,yes
89,06/06/2021,NA,2_after watering,4.73809,1,elevated,control,yes
89,09/06/2021,7.391,1_before watering,4.73809,1,elevated,control,yes
89,09/06/2021,7.7555,2_after watering,4.73809,1,elevated,control,yes
89,10/06/2021,7.531,1_before watering,4.73809,1,elevated,control,yes
101,30/04/2021,7.1555,2_after watering,4.58273,1,elevated,drought,yes
101,04/05/2021,6.7845,1_before watering,4.58273,1,elevated,drought,yes
101,04/05/2021,7.097,2_after watering,4.58273,1,elevated,drought,yes
101,07/05/2021,6.8135,1_before watering,4.58273,1,elevated,drought,yes
101,07/05/2021,7.1505,2_after watering,4.58273,1,elevated,drought,yes
101,10/05/2021,6.8435,1_before watering,4.58273,1,elevated,drought,yes
101,10/05/2021,7.1935,2_after watering,4.58273,1,elevated,drought,yes
101,13/05/2021,6.843,1_before watering,4.58273,1,elevated,drought,yes
101,13/05/2021,7.1995,2_after watering,4.58273,1,elevated,drought,yes
101,17/05/2021,6.896,1_before watering,4.58273,1,elevated,drought,yes
101,20/05/2021,6.6045,1_before watering,4.58273,1,elevated,drought,yes
101,24/05/2021,6.2845,1_before watering,4.58273,1,elevated,drought,yes
101,27/05/2021,5.9215,1_before watering,4.58273,1,elevated,drought,yes
101,31/05/2021,5.706,1_before watering,4.58273,1,elevated,drought,yes
101,03/06/2021,5.61,1_before watering,4.58273,1,elevated,drought,yes
104,30/04/2021,7.4115,2_after watering,4.84869,1,elevated,drought,yes
104,04/05/2021,7.097,1_before watering,4.84869,1,elevated,drought,yes
104,04/05/2021,7.386,2_after watering,4.84869,1,elevated,drought,yes
104,07/05/2021,7.17,1_before watering,4.84869,1,elevated,drought,yes
104,07/05/2021,7.436,2_after watering,4.84869,1,elevated,drought,yes
104,10/05/2021,7.1735,1_before watering,4.84869,1,elevated,drought,yes
104,10/05/2021,7.4655,2_after watering,4.84869,1,elevated,drought,yes
104,13/05/2021,7.154,1_before watering,4.84869,1,elevated,drought,yes
104,13/05/2021,7.4745,2_after watering,4.84869,1,elevated,drought,yes
104,17/05/2021,7.1795,1_before watering,4.84869,1,elevated,drought,yes
104,24/05/2021,6.5315,1_before watering,4.84869,1,elevated,drought,yes
104,27/05/2021,6.2845,1_before watering,4.84869,1,elevated,drought,yes
107,29/04/2021,7.2035,2_after watering,4.58607,2,ambient,drought,yes
107,03/05/2021,NA,1_before watering,4.58607,2,ambient,drought,yes
107,03/05/2021,7.1915,2_after watering,4.58607,2,ambient,drought,yes
107,06/05/2021,7.017,1_before watering,4.58607,2,ambient,drought,yes
107,06/05/2021,7.261,2_after watering,4.58607,2,ambient,drought,yes
107,07/05/2021,7.172,1_before watering,4.58607,2,ambient,drought,yes
107,10/05/2021,6.944,1_before watering,4.58607,2,ambient,drought,yes
107,10/05/2021,7.243,2_after watering,4.58607,2,ambient,drought,yes
107,12/05/2021,7.0435,1_before watering,4.58607,2,ambient,drought,yes
107,12/05/2021,7.3645,2_after watering,4.58607,2,ambient,drought,yes
107,17/05/2021,6.8935,1_before watering,4.58607,2,ambient,drought,yes
107,20/05/2021,6.5765,1_before watering,4.58607,2,ambient,drought,yes
107,24/05/2021,6.3165,1_before watering,4.58607,2,ambient,drought,yes
107,27/05/2021,6.0305,1_before watering,4.58607,2,ambient,drought,yes
107,31/05/2021,5.7855,1_before watering,4.58607,2,ambient,drought,yes
107,02/06/2021,5.708,1_before watering,4.58607,2,ambient,drought,yes
111,30/04/2021,7.0995,2_after watering,4.53626,1,elevated,control,yes
111,04/05/2021,6.942,1_before watering,4.53626,1,elevated,control,yes
111,04/05/2021,7.0945,2_after watering,4.53626,1,elevated,control,yes
111,07/05/2021,6.9525,1_before watering,4.53626,1,elevated,control,yes
111,07/05/2021,7.1295,2_after watering,4.53626,1,elevated,control,yes
111,10/05/2021,7.045,1_before watering,4.53626,1,elevated,control,yes
111,10/05/2021,7.3245,2_after watering,4.53626,1,elevated,control,yes
111,13/05/2021,7.0995,1_before watering,4.53626,1,elevated,control,yes
111,13/05/2021,7.224,2_after watering,4.53626,1,elevated,control,yes
111,17/05/2021,7.111,1_before watering,4.53626,1,elevated,control,yes
111,17/05/2021,7.243,2_after watering,4.53626,1,elevated,control,yes
111,20/05/2021,7.1605,1_before watering,4.53626,1,elevated,control,yes
111,20/05/2021,7.301,2_after watering,4.53626,1,elevated,control,yes
111,24/05/2021,7.0935,1_before watering,4.53626,1,elevated,control,yes
111,24/05/2021,7.2425,2_after watering,4.53626,1,elevated,control,yes
111,27/05/2021,7.043,1_before watering,4.53626,1,elevated,control,yes
111,27/05/2021,7.2725,2_after watering,4.53626,1,elevated,control,yes
111,31/05/2021,7.09,1_before watering,4.53626,1,elevated,control,yes
111,31/05/2021,7.241,2_after watering,4.53626,1,elevated,control,yes
111,01/06/2021,7.1665,1_before watering,4.53626,1,elevated,control,yes
112,30/04/2021,6.811,2_after watering,4.28681,1,elevated,drought,yes
112,04/05/2021,6.593,1_before watering,4.28681,1,elevated,drought,yes
112,04/05/2021,6.8235,2_after watering,4.28681,1,elevated,drought,yes
112,07/05/2021,6.6905,1_before watering,4.28681,1,elevated,drought,yes
112,07/05/2021,6.877,2_after watering,4.28681,1,elevated,drought,yes
112,10/05/2021,6.6405,1_before watering,4.28681,1,elevated,drought,yes
112,10/05/2021,6.9745,2_after watering,4.28681,1,elevated,drought,yes
112,13/05/2021,6.676,1_before watering,4.28681,1,elevated,drought,yes
112,13/05/2021,6.9205,2_after watering,4.28681,1,elevated,drought,yes
112,17/05/2021,6.7745,1_before watering,4.28681,1,elevated,drought,yes
112,20/05/2021,6.519,1_before watering,4.28681,1,elevated,drought,yes
112,24/05/2021,6.2325,1_before watering,4.28681,1,elevated,drought,yes
112,27/05/2021,5.9535,1_before watering,4.28681,1,elevated,drought,yes
112,31/05/2021,5.733,1_before watering,4.28681,1,elevated,drought,yes
112,03/06/2021,5.6125,1_before watering,4.28681,1,elevated,drought,yes
116,29/04/2021,7.1125,2_after watering,4.51913,2,ambient,drought,yes
116,03/05/2021,NA,1_before watering,4.51913,2,ambient,drought,yes
116,03/05/2021,7.105,2_after watering,4.51913,2,ambient,drought,yes
116,06/05/2021,6.942,1_before watering,4.51913,2,ambient,drought,yes
116,06/05/2021,7.1675,2_after watering,4.51913,2,ambient,drought,yes
116,07/05/2021,7.09,1_before watering,4.51913,2,ambient,drought,yes
116,10/05/2021,6.676,1_before watering,4.51913,2,ambient,drought,yes
116,10/05/2021,7.1135,2_after watering,4.51913,2,ambient,drought,yes
116,12/05/2021,6.8315,1_before watering,4.51913,2,ambient,drought,yes
116,12/05/2021,7.1995,2_after watering,4.51913,2,ambient,drought,yes
116,17/05/2021,6.667,1_before watering,4.51913,2,ambient,drought,yes
116,20/05/2021,6.3965,1_before watering,4.51913,2,ambient,drought,yes
116,24/05/2021,6.054,1_before watering,4.51913,2,ambient,drought,yes
116,27/05/2021,5.834,1_before watering,4.51913,2,ambient,drought,yes
116,31/05/2021,5.617,1_before watering,4.51913,2,ambient,drought,yes
116,03/06/2021,5.518,1_before watering,4.51913,2,ambient,drought,yes
116,08/06/2021,5.4175,1_before watering,4.51913,2,ambient,drought,yes
121,06/05/2021,5.8475,1_before watering,3.88309,2,ambient,control,no
121,06/05/2021,6.117,2_after watering,3.88309,2,ambient,control,no
121,07/05/2021,6.105,1_before watering,3.88309,2,ambient,control,no
121,10/05/2021,5.9795,1_before watering,3.88309,2,ambient,control,no
121,10/05/2021,6.105,2_after watering,3.88309,2,ambient,control,no
121,13/05/2021,5.926,1_before watering,3.88309,2,ambient,control,no
121,13/05/2021,6.0895,2_after watering,3.88309,2,ambient,control,no
121,17/05/2021,5.9515,1_before watering,3.88309,2,ambient,control,no
121,17/05/2021,6.165,2_after watering,3.88309,2,ambient,control,no
121,20/05/2021,6.1175,1_before watering,3.88309,2,ambient,control,no
121,20/05/2021,6.2905,2_after watering,3.88309,2,ambient,control,no
121,24/05/2021,6.1675,1_before watering,3.88309,2,ambient,control,no
121,24/05/2021,6.271,2_after watering,3.88309,2,ambient,control,no
121,27/05/2021,6.158,1_before watering,3.88309,2,ambient,control,no
121,27/05/2021,6.322,2_after watering,3.88309,2,ambient,control,no
121,31/05/2021,6.2055,1_before watering,3.88309,2,ambient,control,no
121,31/05/2021,6.3075,2_after watering,3.88309,2,ambient,control,no
121,03/06/2021,NA,1_before watering,3.88309,2,ambient,control,no
121,03/06/2021,6.382,2_after watering,3.88309,2,ambient,control,no
121,09/06/2021,6.1185,1_before watering,3.88309,2,ambient,control,no
122,06/05/2021,5.159,1_before watering,3.59637,2,ambient,drought,no
122,06/05/2021,5.534,2_after watering,3.59637,2,ambient,drought,no
122,07/05/2021,5.5095,1_before watering,3.59637,2,ambient,drought,no
122,10/05/2021,5.4005,1_before watering,3.59637,2,ambient,drought,no
122,10/05/2021,5.5105,2_after watering,3.59637,2,ambient,drought,no
122,12/05/2021,5.4385,1_before watering,3.59637,2,ambient,drought,no
122,12/05/2021,5.6505,2_after watering,3.59637,2,ambient,drought,no
122,17/05/2021,5.468,1_before watering,3.59637,2,ambient,drought,no
122,20/05/2021,5.3725,1_before watering,3.59637,2,ambient,drought,no
122,24/05/2021,5.269,1_before watering,3.59637,2,ambient,drought,no
122,27/05/2021,5.2065,1_before watering,3.59637,2,ambient,drought,no
122,31/05/2021,5.1455,1_before watering,3.59637,2,ambient,drought,no
122,03/06/2021,5.1025,1_before watering,3.59637,2,ambient,drought,no
122,09/06/2021,5.0405,1_before watering,3.59637,2,ambient,drought,no
123,06/05/2021,6.141,1_before watering,4.51872,2,ambient,drought,no
123,06/05/2021,6.5035,2_after watering,4.51872,2,ambient,drought,no
123,07/05/2021,6.4695,1_before watering,4.51872,2,ambient,drought,no
123,10/05/2021,6.2735,1_before watering,4.51872,2,ambient,drought,no
123,10/05/2021,6.3935,2_after watering,4.51872,2,ambient,drought,no
123,12/05/2021,6.26,1_before watering,4.51872,2,ambient,drought,no
123,12/05/2021,6.4585,2_after watering,4.51872,2,ambient,drought,no
123,13/05/2021,6.267,1_before watering,4.51872,2,ambient,drought,no
123,17/05/2021,6.313,1_before watering,4.51872,2,ambient,drought,no
123,17/05/2021,6.6005,2_after watering,4.51872,2,ambient,drought,no
123,20/05/2021,6.522,1_before watering,4.51872,2,ambient,drought,no
123,24/05/2021,6.39,1_before watering,4.51872,2,ambient,drought,no
123,27/05/2021,6.3155,1_before watering,4.51872,2,ambient,drought,no
123,31/05/2021,6.2535,1_before watering,4.51872,2,ambient,drought,no
123,03/06/2021,6.214,1_before watering,4.51872,2,ambient,drought,no
123,09/06/2021,6.146,1_before watering,4.51872,2,ambient,drought,no
124,06/05/2021,6.7815,1_before watering,4.69341,2,ambient,drought,no
124,06/05/2021,7.027,2_after watering,4.69341,2,ambient,drought,no
124,07/05/2021,6.9555,1_before watering,4.69341,2,ambient,drought,no
124,10/05/2021,6.903,1_before watering,4.69341,2,ambient,drought,no
124,10/05/2021,7.0425,2_after watering,4.69341,2,ambient,drought,no
124,12/05/2021,6.065,1_before watering,4.69341,2,ambient,drought,no
124,12/05/2021,7.0685,2_after watering,4.69341,2,ambient,drought,no
124,17/05/2021,6.6275,1_before watering,4.69341,2,ambient,drought,no
124,20/05/2021,6.4275,1_before watering,4.69341,2,ambient,drought,no
124,24/05/2021,6.2775,1_before watering,4.69341,2,ambient,drought,no
124,27/05/2021,6.184,1_before watering,4.69341,2,ambient,drought,no
124,31/05/2021,6.1085,1_before watering,4.69341,2,ambient,drought,no
124,03/06/2021,6.058,1_before watering,4.69341,2,ambient,drought,no
124,09/06/2021,5.978,1_before watering,4.69341,2,ambient,drought,no
125,06/05/2021,6.063,1_before watering,4.31414,2,ambient,control,no
125,06/05/2021,6.434,2_after watering,4.31414,2,ambient,control,no
125,07/05/2021,6.3795,1_before watering,4.31414,2,ambient,control,no
125,10/05/2021,6.26,1_before watering,4.31414,2,ambient,control,no
125,10/05/2021,6.378,2_after watering,4.31414,2,ambient,control,no
125,13/05/2021,6.457,2_after watering,4.31414,2,ambient,control,no
125,17/05/2021,6.268,1_before watering,4.31414,2,ambient,control,no
125,17/05/2021,6.5525,2_after watering,4.31414,2,ambient,control,no
125,20/05/2021,6.424,1_before watering,4.31414,2,ambient,control,no
125,20/05/2021,6.6475,2_after watering,4.31414,2,ambient,control,no
125,24/05/2021,6.5435,1_before watering,4.31414,2,ambient,control,no
125,24/05/2021,6.658,2_after watering,4.31414,2,ambient,control,no
125,27/05/2021,6.584,1_before watering,4.31414,2,ambient,control,no
125,27/05/2021,6.7335,2_after watering,4.31414,2,ambient,control,no
125,31/05/2021,6.5975,1_before watering,4.31414,2,ambient,control,no
125,31/05/2021,6.7065,2_after watering,4.31414,2,ambient,control,no
125,03/06/2021,6.6355,1_before watering,4.31414,2,ambient,control,no
125,03/06/2021,6.7795,2_after watering,4.31414,2,ambient,control,no
125,09/06/2021,6.7475,1_before watering,4.31414,2,ambient,control,no
126,07/05/2021,5.9075,1_before watering,3.75781,1,elevated,drought,no
126,07/05/2021,6.1745,2_after watering,3.75781,1,elevated,drought,no
126,10/05/2021,6.022,1_before watering,3.75781,1,elevated,drought,no
126,10/05/2021,6.1415,2_after watering,3.75781,1,elevated,drought,no
126,13/05/2021,5.911,1_before watering,3.75781,1,elevated,drought,no
126,13/05/2021,6.087,2_after watering,3.75781,1,elevated,drought,no
126,17/05/2021,5.9205,1_before watering,3.75781,1,elevated,drought,no
126,20/05/2021,5.818,1_before watering,3.75781,1,elevated,drought,no
126,24/05/2021,5.707,1_before watering,3.75781,1,elevated,drought,no
126,27/05/2021,5.5785,1_before watering,3.75781,1,elevated,drought,no
126,31/05/2021,5.4595,1_before watering,3.75781,1,elevated,drought,no
126,03/06/2021,5.4325,1_before watering,3.75781,1,elevated,drought,no
126,09/06/2021,5.233,1_before watering,3.75781,1,elevated,drought,no
127,07/05/2021,5.8425,1_before watering,3.82646,1,elevated,control,no
127,07/05/2021,6.148,2_after watering,3.82646,1,elevated,control,no
127,10/05/2021,5.953,1_before watering,3.82646,1,elevated,control,no
127,10/05/2021,6.2535,2_after watering,3.82646,1,elevated,control,no
127,13/05/2021,5.9945,1_before watering,3.82646,1,elevated,control,no
127,13/05/2021,6.1235,2_after watering,3.82646,1,elevated,control,no
127,17/05/2021,5.9485,1_before watering,3.82646,1,elevated,control,no
127,17/05/2021,6.144,2_after watering,3.82646,1,elevated,control,no
127,20/05/2021,6.095,1_before watering,3.82646,1,elevated,control,no
127,20/05/2021,6.2905,2_after watering,3.82646,1,elevated,control,no
127,24/05/2021,6.0605,1_before watering,3.82646,1,elevated,control,no
127,24/05/2021,6.182,2_after watering,3.82646,1,elevated,control,no
127,27/05/2021,6.068,1_before watering,3.82646,1,elevated,control,no
127,27/05/2021,6.236,2_after watering,3.82646,1,elevated,control,no
127,31/05/2021,6.118,1_before watering,3.82646,1,elevated,control,no
127,31/05/2021,6.2105,2_after watering,3.82646,1,elevated,control,no
127,03/06/2021,6.212,1_before watering,3.82646,1,elevated,control,no
127,03/06/2021,6.1475,2_after watering,3.82646,1,elevated,control,no
127,09/06/2021,6.138,1_before watering,3.82646,1,elevated,control,no
128,07/05/2021,5.89,1_before watering,3.79983,1,elevated,drought,no
128,07/05/2021,6.2495,2_after watering,3.79983,1,elevated,drought,no
128,10/05/2021,6.0555,1_before watering,3.79983,1,elevated,drought,no
128,10/05/2021,6.4215,2_after watering,3.79983,1,elevated,drought,no
128,13/05/2021,6.1815,1_before watering,3.79983,1,elevated,drought,no
128,13/05/2021,6.2765,2_after watering,3.79983,1,elevated,drought,no
128,17/05/2021,6.1045,1_before watering,3.79983,1,elevated,drought,no
128,20/05/2021,5.984,1_before watering,3.79983,1,elevated,drought,no
128,24/05/2021,5.8775,1_before watering,3.79983,1,elevated,drought,no
128,27/05/2021,5.7575,1_before watering,3.79983,1,elevated,drought,no
128,31/05/2021,5.6195,1_before watering,3.79983,1,elevated,drought,no
128,03/06/2021,5.586,1_before watering,3.79983,1,elevated,drought,no
128,09/06/2021,5.4165,1_before watering,3.79983,1,elevated,drought,no
129,07/05/2021,6.1535,1_before watering,4.18666,1,elevated,drought,no
129,07/05/2021,6.4145,2_after watering,4.18666,1,elevated,drought,no
129,10/05/2021,6.291,1_before watering,4.18666,1,elevated,drought,no
129,10/05/2021,6.41,2_after watering,4.18666,1,elevated,drought,no
129,13/05/2021,6.229,1_before watering,4.18666,1,elevated,drought,no
129,13/05/2021,6.3685,2_after watering,4.18666,1,elevated,drought,no
129,17/05/2021,6.201,1_before watering,4.18666,1,elevated,drought,no
129,20/05/2021,6.0615,1_before watering,4.18666,1,elevated,drought,no
129,24/05/2021,5.942,1_before watering,4.18666,1,elevated,drought,no
129,27/05/2021,5.8605,1_before watering,4.18666,1,elevated,drought,no
129,31/05/2021,5.7605,1_before watering,4.18666,1,elevated,drought,no
129,03/06/2021,5.7035,1_before watering,4.18666,1,elevated,drought,no
129,09/06/2021,5.6215,1_before watering,4.18666,1,elevated,drought,no
130,07/05/2021,5.7605,1_before watering,3.62721,1,elevated,control,no
130,07/05/2021,5.9985,2_after watering,3.62721,1,elevated,control,no
130,10/05/2021,5.924,1_before watering,3.62721,1,elevated,control,no
130,10/05/2021,6.035,2_after watering,3.62721,1,elevated,control,no
130,13/05/2021,5.859,1_before watering,3.62721,1,elevated,control,no
130,13/05/2021,5.9615,2_after watering,3.62721,1,elevated,control,no
130,17/05/2021,5.82,1_before watering,3.62721,1,elevated,control,no
130,17/05/2021,5.991,2_after watering,3.62721,1,elevated,control,no
130,20/05/2021,5.938,1_before watering,3.62721,1,elevated,control,no
130,20/05/2021,6.062,2_after watering,3.62721,1,elevated,control,no
130,24/05/2021,5.904,1_before watering,3.62721,1,elevated,control,no
130,24/05/2021,6.022,2_after watering,3.62721,1,elevated,control,no
130,27/05/2021,5.855,1_before watering,3.62721,1,elevated,control,no
130,27/05/2021,6.051,2_after watering,3.62721,1,elevated,control,no
130,31/05/2021,5.9375,1_before watering,3.62721,1,elevated,control,no
130,31/05/2021,6.048,2_after watering,3.62721,1,elevated,control,no
130,03/06/2021,5.9655,1_before watering,3.62721,1,elevated,control,no
130,03/06/2021,6.128,2_after watering,3.62721,1,elevated,control,no
130,09/06/2021,6.026,1_before watering,3.62721,1,elevated,control,no
