"id_plant","date","weight_kg","timing","estimated_weight_after","dryW_kg","phyto","treatment_co2","water_treatment","plant_in_pot","increment_g","day_incr","daily_transp","estimated_weight_before","daily_transp_est_20210506","daily_transp_est_20210603"
35,2021-05-20,6.257,"1_before watering","no",4.03387,1,"elevated","drought","yes",280.5,3,93.5,"no",NA,NA
35,2021-05-24,5.934,"1_before watering","no",4.03387,1,"elevated","drought","yes",322.999999999999,4,80.7499999999999,"no",NA,NA
35,2021-05-27,5.656,"1_before watering","no",4.03387,1,"elevated","drought","yes",278,3,92.6666666666668,"no",NA,NA
41,2021-04-29,6.5085,"2_after watering","no",4.02709,2,"ambient","drought","yes",NA,NA,NA,"no",NA,NA
41,2021-05-03,6.37183333333333,"1_before watering","no",4.02709,2,"ambient","drought","yes",128.666666666666,4,NA,"yes",32.1666666666666,NA
41,2021-05-03,6.5005,"2_after watering","no",4.02709,2,"ambient","drought","yes",NA,NA,NA,"no",NA,NA
41,2021-05-06,6.404,"1_before watering","no",4.02709,2,"ambient","drought","yes",96.4999999999998,3,32.1666666666666,"no",32.1666666666666,NA
41,2021-05-06,6.561,"2_after watering","no",4.02709,2,"ambient","drought","yes",NA,NA,NA,"no",NA,NA
41,2021-05-07,6.511,"1_before watering","no",4.02709,2,"ambient","drought","yes",49.9999999999998,1,49.9999999999998,"no",32.1666666666666,NA
41,2021-05-10,6.389,"1_before watering","no",4.02709,2,"ambient","drought","yes",122,3,40.6666666666666,"no",32.1666666666666,NA
41,2021-05-10,6.5875,"2_after watering","no",4.02709,2,"ambient","drought","yes",NA,NA,NA,"no",NA,NA
41,2021-05-12,6.4905,"1_before watering","no",4.02709,2,"ambient","drought","yes",97.0000000000004,2,48.5000000000002,"no",32.1666666666666,NA
41,2021-05-12,6.675,"2_after watering","no",4.02709,2,"ambient","drought","yes",NA,NA,NA,"no",NA,NA
41,2021-05-17,6.3415,"1_before watering","no",4.02709,2,"ambient","drought","yes",333.5,5,66.7,"no",32.1666666666666,NA
41,2021-05-20,6.092,"1_before watering","no",4.02709,2,"ambient","drought","yes",249.5,3,83.1666666666668,"no",32.1666666666666,NA
41,2021-05-24,5.774,"1_before watering","no",4.02709,2,"ambient","drought","yes",318,4,79.4999999999999,"no",32.1666666666666,NA
41,2021-05-27,5.587,"1_before watering","no",4.02709,2,"ambient","drought","yes",187,3,62.3333333333334,"no",32.1666666666666,NA
42,2021-04-29,6.6465,"2_after watering","no",4.0928,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
42,2021-05-03,6.31433333333333,"1_before watering","no",4.0928,2,"ambient","control","yes",310.666666666666,4,NA,"yes",77.6666666666666,NA
42,2021-05-03,6.625,"2_after watering","no",4.0928,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
42,2021-05-06,6.392,"1_before watering","no",4.0928,2,"ambient","control","yes",233,3,77.6666666666666,"no",77.6666666666666,NA
42,2021-05-06,6.6785,"2_after watering","no",4.0928,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
42,2021-05-07,6.62,"1_before watering","no",4.0928,2,"ambient","control","yes",58.4999999999996,1,58.4999999999996,"no",77.6666666666666,NA
42,2021-05-10,6.312,"1_before watering","no",4.0928,2,"ambient","control","yes",308,3,102.666666666667,"no",77.6666666666666,NA
42,2021-05-10,6.6685,"2_after watering","no",4.0928,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
42,2021-05-13,6.316,"1_before watering","no",4.0928,2,"ambient","control","yes",352.5,3,117.5,"no",77.6666666666666,NA
42,2021-05-13,6.6435,"2_after watering","no",4.0928,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
42,2021-05-17,6.1615,"1_before watering","no",4.0928,2,"ambient","control","yes",482,4,120.5,"no",77.6666666666666,NA
42,2021-05-17,6.545,"2_after watering","no",4.0928,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
42,2021-05-20,6.188,"1_before watering","no",4.0928,2,"ambient","control","yes",357,3,119,"no",77.6666666666666,NA
42,2021-05-20,6.575,"2_after watering","no",4.0928,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
42,2021-05-24,6.099,"1_before watering","no",4.0928,2,"ambient","control","yes",476,4,119,"no",77.6666666666666,NA
42,2021-05-24,6.473,"2_after watering","no",4.0928,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
42,2021-05-27,6.049,"1_before watering","no",4.0928,2,"ambient","control","yes",423.999999999999,3,141.333333333333,"no",77.6666666666666,NA
42,2021-05-27,6.4265,"2_after watering","no",4.0928,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
42,2021-05-31,5.924,"1_before watering","no",4.0928,2,"ambient","control","yes",502.499999999999,4,125.625,"no",77.6666666666666,NA
42,2021-05-31,6.3,"2_after watering","no",4.0928,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
42,2021-06-01,6.1915,"1_before watering","no",4.0928,2,"ambient","control","yes",108.5,1,108.5,"no",77.6666666666666,NA
46,2021-04-30,6.661,"2_after watering","no",4.03515,1,"elevated","drought","yes",NA,NA,NA,"no",NA,NA
46,2021-05-04,6.5345,"1_before watering","no",4.03515,1,"elevated","drought","yes",126.499999999999,4,31.6249999999998,"no",NA,NA
46,2021-05-04,6.6505,"2_after watering","no",4.03515,1,"elevated","drought","yes",NA,NA,NA,"no",NA,NA
46,2021-05-07,6.5745,"1_before watering","no",4.03515,1,"elevated","drought","yes",76.0000000000005,3,25.3333333333335,"no",NA,NA
46,2021-05-07,6.699,"2_after watering","no",4.03515,1,"elevated","drought","yes",NA,NA,NA,"no",NA,NA
46,2021-05-10,6.596,"1_before watering","no",4.03515,1,"elevated","drought","yes",103,3,34.3333333333333,"no",NA,NA
46,2021-05-10,6.736,"2_after watering","no",4.03515,1,"elevated","drought","yes",NA,NA,NA,"no",NA,NA
46,2021-05-13,6.587,"1_before watering","no",4.03515,1,"elevated","drought","yes",149,3,49.6666666666667,"no",NA,NA
46,2021-05-13,6.707,"2_after watering","no",4.03515,1,"elevated","drought","yes",NA,NA,NA,"no",NA,NA
46,2021-05-17,6.555,"1_before watering","no",4.03515,1,"elevated","drought","yes",152,4,38,"no",NA,NA
46,2021-05-20,6.3925,"1_before watering","no",4.03515,1,"elevated","drought","yes",162.5,3,54.1666666666666,"no",NA,NA
46,2021-05-24,6.179,"1_before watering","no",4.03515,1,"elevated","drought","yes",213.5,4,53.375,"no",NA,NA
46,2021-05-27,5.9785,"1_before watering","no",4.03515,1,"elevated","drought","yes",200.5,3,66.8333333333333,"no",NA,NA
46,2021-05-31,5.7815,"1_before watering","no",4.03515,1,"elevated","drought","yes",197,4,49.25,"no",NA,NA
46,2021-06-03,5.611,"1_before watering","no",4.03515,1,"elevated","drought","yes",170.500000000001,3,56.8333333333335,"no",NA,NA
46,2021-06-09,5.342,"1_before watering","no",4.03515,1,"elevated","drought","yes",269,6,44.8333333333333,"no",NA,NA
50,2021-04-30,6.806,"2_after watering","no",4.25281,1,"elevated","drought","yes",NA,NA,NA,"no",NA,NA
50,2021-05-04,6.5435,"1_before watering","no",4.25281,1,"elevated","drought","yes",262.5,4,65.625,"no",NA,NA
50,2021-05-04,6.8615,"2_after watering","no",4.25281,1,"elevated","drought","yes",NA,NA,NA,"no",NA,NA
50,2021-05-07,6.615,"1_before watering","no",4.25281,1,"elevated","drought","yes",246.5,3,82.1666666666667,"no",NA,NA
50,2021-05-07,6.909,"2_after watering","no",4.25281,1,"elevated","drought","yes",NA,NA,NA,"no",NA,NA
50,2021-05-10,6.5675,"1_before watering","no",4.25281,1,"elevated","drought","yes",341.5,3,113.833333333333,"no",NA,NA
50,2021-05-10,6.9305,"2_after watering","no",4.25281,1,"elevated","drought","yes",NA,NA,NA,"no",NA,NA
50,2021-05-13,6.599,"1_before watering","no",4.25281,1,"elevated","drought","yes",331.5,3,110.5,"no",NA,NA
50,2021-05-13,6.9165,"2_after watering","no",4.25281,1,"elevated","drought","yes",NA,NA,NA,"no",NA,NA
50,2021-05-17,6.5675,"1_before watering","no",4.25281,1,"elevated","drought","yes",349,4,87.2500000000001,"no",NA,NA
50,2021-05-20,6.183,"1_before watering","no",4.25281,1,"elevated","drought","yes",384.5,3,128.166666666667,"no",NA,NA
50,2021-05-24,5.7945,"1_before watering","no",4.25281,1,"elevated","drought","yes",388.5,4,97.1249999999999,"no",NA,NA
50,2021-05-27,5.552,"1_before watering","no",4.25281,1,"elevated","drought","yes",242.500000000001,3,80.8333333333335,"no",NA,NA
54,2021-04-30,6.37,"2_after watering","no",4.0049,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
54,2021-05-04,6.195,"1_before watering","no",4.0049,1,"elevated","control","yes",175,4,43.75,"no",NA,122.666666666667
54,2021-05-04,6.3285,"2_after watering","no",4.0049,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
54,2021-05-07,6.0225,"1_before watering","no",4.0049,1,"elevated","control","yes",306,3,102,"no",NA,122.666666666667
54,2021-05-07,6.388,"2_after watering","no",4.0049,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
54,2021-05-10,6.2295,"1_before watering","no",4.0049,1,"elevated","control","yes",158.5,3,52.8333333333334,"no",NA,122.666666666667
54,2021-05-10,6.6025,"2_after watering","no",4.0049,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
54,2021-05-13,6.143,"1_before watering","no",4.0049,1,"elevated","control","yes",459.5,3,153.166666666667,"no",NA,122.666666666667
54,2021-05-13,6.525,"2_after watering","no",4.0049,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
54,2021-05-17,6.031,"1_before watering","no",4.0049,1,"elevated","control","yes",494.000000000001,4,123.5,"no",NA,122.666666666667
54,2021-05-17,6.403,"2_after watering","no",4.0049,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
54,2021-05-20,5.93,"1_before watering","no",4.0049,1,"elevated","control","yes",473,3,157.666666666667,"no",NA,122.666666666667
54,2021-05-20,6.3125,"2_after watering","no",4.0049,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
54,2021-05-24,5.86,"1_before watering","no",4.0049,1,"elevated","control","yes",452.5,4,113.125,"no",NA,122.666666666667
54,2021-05-24,6.2105,"2_after watering","no",4.0049,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
54,2021-05-27,5.731,"1_before watering","no",4.0049,1,"elevated","control","yes",479.5,3,159.833333333333,"no",NA,122.666666666667
54,2021-05-27,6.117,"2_after watering","no",4.0049,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
54,2021-05-31,5.6395,"1_before watering","no",4.0049,1,"elevated","control","yes",477.5,4,119.375,"no",NA,122.666666666667
54,2021-05-31,6.011,"2_after watering","no",4.0049,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
54,2021-06-03,5.643,"1_before watering","no",4.0049,1,"elevated","control","yes",368,3,122.666666666667,"no",NA,122.666666666667
54,2021-06-03,6.013,"2_after watering","no",4.0049,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
54,2021-06-06,NA,"1_before watering","no",4.0049,1,"elevated","control","yes",368,3,NA,"yes",NA,122.666666666667
54,2021-06-06,6.077,"2_after watering","yes",4.0049,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
54,2021-06-09,5.66,"1_before watering","no",4.0049,1,"elevated","control","yes",417,3,139,"no",NA,122.666666666667
54,2021-06-09,6.0335,"2_after watering","no",4.0049,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
54,2021-06-10,5.9665,"1_before watering","no",4.0049,1,"elevated","control","yes",67.0000000000002,1,67.0000000000002,"no",NA,122.666666666667
61,2021-04-30,6.6935,"2_after watering","no",4.01986,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
61,2021-05-04,6.383,"1_before watering","no",4.01986,1,"elevated","control","yes",310.5,4,77.6250000000001,"no",NA,130.666666666666
61,2021-05-04,6.704,"2_after watering","no",4.01986,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
61,2021-05-07,6.459,"1_before watering","no",4.01986,1,"elevated","control","yes",245,3,81.6666666666667,"no",NA,130.666666666666
61,2021-05-07,6.767,"2_after watering","no",4.01986,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
61,2021-05-10,6.5135,"1_before watering","no",4.01986,1,"elevated","control","yes",253.500000000001,3,84.5000000000002,"no",NA,130.666666666666
61,2021-05-10,6.8145,"2_after watering","no",4.01986,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
61,2021-05-13,6.55,"1_before watering","no",4.01986,1,"elevated","control","yes",264.5,3,88.1666666666666,"no",NA,130.666666666666
61,2021-05-13,6.795,"2_after watering","no",4.01986,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
61,2021-05-17,6.5565,"1_before watering","no",4.01986,1,"elevated","control","yes",238.5,4,59.625,"no",NA,130.666666666666
61,2021-05-17,6.833,"2_after watering","no",4.01986,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
61,2021-05-20,6.5795,"1_before watering","no",4.01986,1,"elevated","control","yes",253.5,3,84.4999999999999,"no",NA,130.666666666666
61,2021-05-20,6.79354545454545,"2_after watering","yes",4.01986,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
61,2021-05-24,6.543,"1_before watering","no",4.01986,1,"elevated","control","yes",250.545454545454,4,62.6363636363636,"no",NA,130.666666666666
61,2021-05-24,6.8325,"2_after watering","no",4.01986,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
61,2021-05-27,6.5165,"1_before watering","no",4.01986,1,"elevated","control","yes",316,3,105.333333333333,"no",NA,130.666666666666
61,2021-05-27,6.868,"2_after watering","no",4.01986,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
61,2021-05-31,6.4895,"1_before watering","no",4.01986,1,"elevated","control","yes",378.500000000001,4,94.6250000000002,"no",NA,130.666666666666
61,2021-05-31,6.8355,"2_after watering","no",4.01986,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
61,2021-06-03,6.4435,"1_before watering","no",4.01986,1,"elevated","control","yes",391.999999999999,3,130.666666666666,"no",NA,130.666666666666
61,2021-06-03,6.826,"2_after watering","no",4.01986,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
61,2021-06-06,NA,"1_before watering","no",4.01986,1,"elevated","control","yes",391.999999999999,3,NA,"yes",NA,130.666666666666
61,2021-06-06,6.79354545454545,"2_after watering","yes",4.01986,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
61,2021-06-09,6.375,"1_before watering","no",4.01986,1,"elevated","control","yes",418.545454545455,3,139.515151515152,"no",NA,130.666666666666
61,2021-06-09,6.76,"2_after watering","no",4.01986,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
61,2021-06-10,6.6605,"1_before watering","no",4.01986,1,"elevated","control","yes",99.4999999999999,1,99.4999999999999,"no",NA,130.666666666666
64,2021-04-29,6.463375,"2_after watering","yes",4.54853,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
64,2021-05-03,6.4735,"1_before watering","no",4.54853,2,"ambient","control","yes",332.000000000001,4,NA,"yes",83.0000000000002,161
64,2021-05-03,6.8055,"2_after watering","no",4.54853,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
64,2021-05-06,6.5565,"1_before watering","no",4.54853,2,"ambient","control","yes",249.000000000001,3,83.0000000000002,"no",83.0000000000002,161
64,2021-05-06,6.8765,"2_after watering","no",4.54853,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
64,2021-05-07,6.8135,"1_before watering","no",4.54853,2,"ambient","control","yes",62.9999999999997,1,62.9999999999997,"no",83.0000000000002,161
64,2021-05-10,6.47,"1_before watering","no",4.54853,2,"ambient","control","yes",343.500000000001,3,114.5,"no",83.0000000000002,161
64,2021-05-10,6.8335,"2_after watering","no",4.54853,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
64,2021-05-13,6.4915,"1_before watering","no",4.54853,2,"ambient","control","yes",342,3,114,"no",83.0000000000002,161
64,2021-05-13,6.8345,"2_after watering","no",4.54853,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
64,2021-05-17,6.41,"1_before watering","no",4.54853,2,"ambient","control","yes",424.5,4,106.125,"no",83.0000000000002,161
64,2021-05-17,6.767,"2_after watering","no",4.54853,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
64,2021-05-20,6.3005,"1_before watering","no",4.54853,2,"ambient","control","yes",466.5,3,155.5,"no",83.0000000000002,161
64,2021-05-20,6.68,"2_after watering","no",4.54853,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
64,2021-05-24,6.24,"1_before watering","no",4.54853,2,"ambient","control","yes",439.999999999999,4,110,"no",83.0000000000002,161
64,2021-05-24,6.6025,"2_after watering","no",4.54853,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
64,2021-05-27,6.1565,"1_before watering","no",4.54853,2,"ambient","control","yes",446,3,148.666666666667,"no",83.0000000000002,161
64,2021-05-27,6.5445,"2_after watering","no",4.54853,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
64,2021-05-31,6.043,"1_before watering","no",4.54853,2,"ambient","control","yes",501.5,4,125.375,"no",83.0000000000002,161
64,2021-05-31,6.4085,"2_after watering","no",4.54853,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
64,2021-06-03,5.9255,"1_before watering","no",4.54853,2,"ambient","control","yes",483,3,161,"no",83.0000000000002,161
64,2021-06-03,6.298,"2_after watering","no",4.54853,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
64,2021-06-06,NA,"1_before watering","no",4.54853,2,"ambient","control","yes",483,3,NA,"yes",83.0000000000002,161
64,2021-06-06,6.463375,"2_after watering","yes",4.54853,2,"ambient","control","yes",NA,NA,NA,"no",NA,NA
64,2021-06-07,6.2525,"1_before watering","no",4.54853,2,"ambient","control","yes",210.875,1,NA,"no",83.0000000000002,161
68,2021-04-30,6.7095,"2_after watering","no",3.94431,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
68,2021-05-04,6.4595,"1_before watering","no",3.94431,1,"elevated","control","yes",250,4,62.5,"no",NA,NA
68,2021-05-04,6.808,"2_after watering","no",3.94431,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
68,2021-05-07,6.628,"1_before watering","no",3.94431,1,"elevated","control","yes",180,3,59.9999999999999,"no",NA,NA
68,2021-05-07,6.803,"2_after watering","no",3.94431,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
68,2021-05-10,6.6505,"1_before watering","no",3.94431,1,"elevated","control","yes",152.5,3,50.8333333333333,"no",NA,NA
68,2021-05-10,6.89,"2_after watering","no",3.94431,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
68,2021-05-13,6.6215,"1_before watering","no",3.94431,1,"elevated","control","yes",268.5,3,89.4999999999998,"no",NA,NA
68,2021-05-13,6.808,"2_after watering","no",3.94431,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
68,2021-05-17,6.6185,"1_before watering","no",3.94431,1,"elevated","control","yes",189.5,4,47.3749999999999,"no",NA,NA
68,2021-05-17,6.8285,"2_after watering","no",3.94431,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
68,2021-05-20,6.575,"1_before watering","no",3.94431,1,"elevated","control","yes",253.5,3,84.4999999999999,"no",NA,NA
68,2021-05-20,6.81322222222222,"2_after watering","yes",3.94431,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
68,2021-05-24,6.6055,"1_before watering","no",3.94431,1,"elevated","control","yes",207.722222222222,4,51.9305555555556,"no",NA,NA
68,2021-05-24,6.838,"2_after watering","no",3.94431,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
68,2021-05-27,6.481,"1_before watering","no",3.94431,1,"elevated","control","yes",357,3,119,"no",NA,NA
68,2021-05-27,6.8575,"2_after watering","no",3.94431,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
68,2021-05-31,6.394,"1_before watering","no",3.94431,1,"elevated","control","yes",463.5,4,115.875,"no",NA,NA
68,2021-05-31,6.7765,"2_after watering","no",3.94431,1,"elevated","control","yes",NA,NA,NA,"no",NA,NA
68,2021-06-01,6.678,"1_before watering","no",3.94431,1,"elevated","control","yes",98.5000000000005,1,98.5000000000005,"no",NA,NA
69,2021-04-30,7.1865,"2_after watering","no",5.00776,1,"elevated","drought","yes",NA,NA,NA,"no",NA,NA
69,2021-05-04,6.816,"1_before watering","no",5.00776,1,"elevated","drought","yes",370.5,4,92.625,"no",NA,NA
69,2021-05-04,7.149,"2_after watering","no",5.00776,1,"elevated","drought","yes",NA,NA,NA,"no",NA,NA
69,2021-05-07,6.8945,"1_before watering","no",5.00776,1,"elevated","drought","yes",254.5,3,84.8333333333334,"no",NA,NA
69,2021-05-07,7.2715,"2_after watering","no",5.00776,1,"elevated","drought","yes",NA,NA,NA,"no",NA,NA
69,2021-05-10,7.161,"1_before watering","no",5.00776,1,"elevated","drought","yes",110.5,3,36.8333333333333,"no",NA,NA
69,2021-05-10,7.466,"2_after watering","no",5.00776,1,"elevated","drought","yes",NA,NA,NA,"no",NA,NA
69,2021-05-13,7.182,"1_before watering","no",5.00776,1,"elevated","drought","yes",284,3,94.6666666666666,"no",NA,NA
69,2021-05-13,7.479,"2_after watering","no",5.00776,1,"elevated","drought","yes",NA,NA,NA,"no",NA,NA
69,2021-05-17,7.2565,"1_before watering","no",5.00776,1,"elevated","drought","yes",222.5,4,55.625,"no",NA,NA
69,2021-05-20,6.947,"1_before watering","no",5.00776,1,"elevated","drought","yes",309.5,3,103.166666666667,"no",NA,NA
69,2021-05-24,6.63,"1_before watering","no",5.00776,1,"elevated","drought","yes",317,4,79.25,"no",NA,NA
69,2021-05-27,6.3515,"1_before watering","no",5.00776,1,"elevated","drought","yes",278.5,3,92.8333333333334,"no",NA,NA
75,2021-04-29,6.9595,"2_after watering","no",4.8034,2,"ambient","drought","yes",NA,NA,NA,"no",NA,NA
